Mission ID,Mission Path,Success (PRED),Domain,Total Goals,Type quantity,Success (PLAN),CPU time,Total time,Total Distance
505,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_4'] 584.891
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_4'] 549.106
Recharge Battery ['base_4'] 45.555
Go to picture ['base_4', 'region_9'] 377.531
Take Image ['region_9'] 285.714
",0,journal,3,1,1,0.06,3033091,10615.8185
506,"Go to picture ['base_1', 'region_9'] 570.669
Take Image ['region_9'] 285.714
Go to picture ['region_9', 'region_4'] 921.137
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_1'] 993.089
Recharge Battery ['base_1'] 59.928
Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
",0,journal,4,2,1,0.04,4639697,16238.9395
507,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_4'] 584.891
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_2'] 990.883
Recharge Battery ['base_2'] 54.217
Go to picture ['base_2', 'region_9'] 559.143
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_2'] 559.143
",0,journal,4,2,1,0.06,4225285,14788.4975
508,"Go to picture ['base_1', 'region_4'] 993.089
Go to picture ['region_4', 'region_9'] 921.137
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_3'] 321.011
Recharge Battery ['base_3'] 49.430
Go to picture ['base_3', 'region_4'] 1242.123
Go to picture ['region_4', 'region_1'] 584.891
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
Recharge Battery ['base_3'] 64.456
Go to picture ['base_3', 'region_4'] 1242.123
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_3'] 1242.123
",0,journal,4,2,1,0.1,8695.055999999999,30432.695999999996
509,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_4'] 584.891
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_4'] 549.106
Recharge Battery ['base_4'] 45.555
Go to picture ['base_4', 'region_9'] 377.531
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_4'] 377.531
",0,journal,4,2,1,0.04,3411622,11940677
510,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_4'] 584.891
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_4'] 549.106
Recharge Battery ['base_4'] 45.555
Go to picture ['base_4', 'region_10'] 482.677
Take Image ['region_10'] 285.714
",0,journal,3,1,1,0.04,3138237,10983.8295
511,"Go to picture ['base_1', 'region_10'] 608.809
Take Image ['region_10'] 285.714
Go to picture ['region_10', 'region_4'] 1025.769
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_1'] 993.089
Recharge Battery ['base_1'] 62.727
Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
",0,journal,4,2,1,0.06,4785268,16748.438000000002
512,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_4'] 584.891
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_2'] 990.883
Recharge Battery ['base_2'] 54.217
Go to picture ['base_2', 'region_10'] 596.994
Take Image ['region_10'] 285.714
Go to base ['region_10', 'base_2'] 596.994
",0,journal,4,2,1,0.04,4300987,15053.4545
513,"Go to picture ['base_1', 'region_4'] 993.089
Go to picture ['region_4', 'region_10'] 1025.769
Take Image ['region_10'] 285.714
Go to base ['region_10', 'base_3'] 216.990
Recharge Battery ['base_3'] 49.442
Go to picture ['base_3', 'region_4'] 1242.123
Go to picture ['region_4', 'region_1'] 584.891
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
Recharge Battery ['base_3'] 64.456
Go to picture ['base_3', 'region_4'] 1242.123
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_3'] 1242.123
",0,journal,4,2,1,0.16,8695679,30434.8765
514,"Go to picture ['base_1', 'region_10'] 608.809
Take Image ['region_10'] 285.714
Go to picture ['region_10', 'region_1'] 996.740
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 54.596
Go to picture ['base_4', 'region_4'] 549.106
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_4'] 549.106
",0,journal,4,2,1,0.04,4224919,14787.216499999999
515,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_4'] 584.891
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_4'] 549.106
Recharge Battery ['base_4'] 45.555
Go to picture ['base_4', 'region_11'] 449.374
Take Image ['region_11'] 285.714
",0,journal,3,1,1,0.04,3104934,10867269
516,"Go to picture ['base_1', 'region_11'] 584.554
Take Image ['region_11'] 285.714
Go to picture ['region_11', 'region_4'] 993.900
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_1'] 993.089
Recharge Battery ['base_1'] 61.627
Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
",0,journal,4,2,1,0.12,4728044,16548154
517,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_4'] 584.891
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_2'] 990.883
Recharge Battery ['base_2'] 54.217
Go to picture ['base_2', 'region_11'] 572.783
Take Image ['region_11'] 285.714
Go to base ['region_11', 'base_2'] 572.783
",0,journal,4,2,1,0.02,4252.5650000000005,14883.9775
518,"Go to picture ['base_1', 'region_4'] 993.089
Go to picture ['region_4', 'region_11'] 993.900
Take Image ['region_11'] 285.714
Go to base ['region_11', 'base_3'] 248.221
Recharge Battery ['base_3'] 49.430
Go to picture ['base_3', 'region_4'] 1242.123
Go to picture ['region_4', 'region_1'] 584.891
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
Recharge Battery ['base_3'] 64.456
Go to picture ['base_3', 'region_4'] 1242.123
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_3'] 1242.123
",0,journal,4,2,1,0.12,8695.028999999999,30432.601499999997
519,"Go to picture ['base_1', 'region_11'] 584.554
Take Image ['region_11'] 285.714
Go to picture ['region_11', 'region_1'] 962.086
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 53.441
Go to picture ['base_4', 'region_4'] 549.106
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_4'] 549.106
",0,journal,4,2,1,0.04,4164855,14576.992499999998
520,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_4'] 584.891
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_4'] 549.106
Recharge Battery ['base_4'] 45.555
Go to picture ['base_4', 'region_12'] 536.431
Take Image ['region_12'] 285.714
",0,journal,3,1,1,0.04,3191991,11171.968499999999
521,"Go to picture ['base_1', 'region_12'] 574.157
Take Image ['region_12'] 285.714
Go to picture ['region_12', 'region_4'] 1084.526
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_1'] 993.089
Recharge Battery ['base_1'] 63.200
Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
",0,journal,4,2,1,0.06,4809.8460000000005,16834.461000000003
522,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_4'] 584.891
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_2'] 990.883
Recharge Battery ['base_2'] 54.217
Go to picture ['base_2', 'region_12'] 562.349
Take Image ['region_12'] 285.714
Go to base ['region_12', 'base_2'] 562.349
",0,journal,4,2,1,0.04,4231697,14810.9395
523,"Go to picture ['base_1', 'region_4'] 993.089
Go to picture ['region_4', 'region_12'] 1084.526
Take Image ['region_12'] 285.714
Go to base ['region_12', 'base_3'] 165.630
Recharge Battery ['base_3'] 49.587
Go to picture ['base_3', 'region_4'] 1242.123
Go to picture ['region_4', 'region_1'] 584.891
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
Recharge Battery ['base_3'] 64.456
Go to picture ['base_3', 'region_4'] 1242.123
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_3'] 1242.123
",0,journal,4,2,1,0.1,8703221,30461.2735
524,"Go to picture ['base_1', 'region_12'] 574.157
Take Image ['region_12'] 285.714
Go to picture ['region_12', 'region_1'] 1012.520
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 54.226
Go to picture ['base_4', 'region_4'] 549.106
Take Image ['region_4'] 285.714
Go to base ['region_4', 'base_4'] 549.106
",0,journal,4,2,1,0.04,4205677,14719.869499999999
525,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_1'] 844.311
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 50.173
Go to picture ['base_4', 'region_6'] 193.845
Take Image ['region_6'] 285.714
",0,journal,3,1,1,0.04,3089551,10813.4285
526,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_1'] 844.311
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
Recharge Battery ['base_1'] 50.378
Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_1'] 441.054
",0,journal,4,2,1,0.04,3789465,13263.1275
527,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_1'] 844.311
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_2'] 622.434
Recharge Battery ['base_2'] 50.467
Go to picture ['base_2', 'region_6'] 431.529
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_2'] 431.529
",0,journal,4,2,1,0.04,3775.0719999999997,13212.751999999999
528,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_1'] 844.311
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
Recharge Battery ['base_3'] 61.293
Go to picture ['base_3', 'region_6'] 534.551
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_3'] 534.551
",0,journal,4,2,1,0.04,4544039,15904.136499999999
529,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_5'] 844.311
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_4'] 319.414
Recharge Battery ['base_4'] 46.138
Go to picture ['base_4', 'region_6'] 193.845
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_4'] 193.845
",0,journal,4,2,1,0.04,3074.5609999999997,10760.963499999998
531,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_7'] 531.446
Go to picture ['region_7', 'region_1'] 540.766
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
Recharge Battery ['base_1'] 54.846
Go to picture ['base_1', 'region_7'] 723.294
Take Image ['region_7'] 285.714
Go to base ['region_7', 'base_1'] 723.294
",0,journal,4,2,1,0.06,4586314,16052.099000000002
532,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_7'] 540.766
Take Image ['region_7'] 285.714
Go to base ['region_7', 'base_2'] 718.457
Recharge Battery ['base_2'] 48.010
Go to picture ['base_2', 'region_5'] 524.440
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_2'] 524.440
",0,journal,4,2,1,0.06,3833121,13415.9235
533,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_7'] 540.766
Take Image ['region_7'] 285.714
Go to base ['region_7', 'base_3'] 908.231
Recharge Battery ['base_3'] 51.731
Go to picture ['base_3', 'region_5'] 377.277
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_3'] 377.277
",0,journal,4,2,1,0.06,3732.2900000000004,13063.015000000001
534,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_5'] 844.311
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_4'] 319.414
Recharge Battery ['base_4'] 46.138
Go to picture ['base_4', 'region_7'] 214.180
Take Image ['region_7'] 285.714
Go to base ['region_7', 'base_4'] 214.180
",0,journal,4,2,1,0.02,3115.2309999999998,10903.3085
535,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_8'] 527.180
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_4'] 356.080
Recharge Battery ['base_4'] 40.638
Go to picture ['base_4', 'region_5'] 319.414
Take Image ['region_5'] 285.714
",0,journal,3,1,1,0.04,2719.3199999999997,9517.619999999999
536,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_8'] 673.720
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_1'] 827.331
Recharge Battery ['base_1'] 51.140
Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
",0,journal,4,2,1,0.04,4182725,14639.537500000002
537,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_8'] 527.180
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_2'] 823.877
Recharge Battery ['base_2'] 49.811
Go to picture ['base_2', 'region_5'] 524.440
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_2'] 524.440
",0,journal,4,2,1,0.02,3926756,13743.645999999999
538,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_8'] 527.180
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_3'] 1050.406
Recharge Battery ['base_3'] 54.253
Go to picture ['base_3', 'region_5'] 377.277
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_3'] 377.277
",0,journal,4,2,1,0.04,3863401,13521.9035
539,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_5'] 844.311
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_4'] 319.414
Recharge Battery ['base_4'] 46.138
Go to picture ['base_4', 'region_8'] 356.080
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_4'] 356.080
",0,journal,4,2,1,0.04,3399031,11896.6085
540,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_1'] 844.311
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 50.173
Go to picture ['base_4', 'region_9'] 377.531
Take Image ['region_9'] 285.714
",0,journal,3,1,1,0.06,3273237,11456.3295
541,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_1'] 844.311
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
Recharge Battery ['base_1'] 50.378
Go to picture ['base_1', 'region_9'] 570.669
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_1'] 570.669
",0,journal,4,2,1,0.06,4048.6949999999997,14170.432499999999
542,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_1'] 844.311
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_2'] 622.434
Recharge Battery ['base_2'] 50.467
Go to picture ['base_2', 'region_9'] 559.143
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_2'] 559.143
",0,journal,4,2,1,0.04,4030.2999999999997,14106.05
543,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_1'] 844.311
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
Recharge Battery ['base_3'] 61.293
Go to picture ['base_3', 'region_9'] 321.011
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_3'] 321.011
",0,journal,4,2,1,0.04,4116959,14409.3565
544,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_5'] 844.311
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_4'] 319.414
Recharge Battery ['base_4'] 46.138
Go to picture ['base_4', 'region_9'] 377.531
Take Image ['region_9'] 285.714
Go to base ['region_9', 'base_4'] 377.531
",0,journal,4,2,1,0.04,3441933,12046.7655
545,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_1'] 844.311
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 50.173
Go to picture ['base_4', 'region_10'] 482.677
Take Image ['region_10'] 285.714
",0,journal,3,1,1,0.04,3378.3830000000003,11824.3405
546,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_1'] 844.311
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
Recharge Battery ['base_1'] 50.378
Go to picture ['base_1', 'region_10'] 608.809
Take Image ['region_10'] 285.714
Go to base ['region_10', 'base_1'] 608.809
",0,journal,4,2,1,0.06,4124975,14437.412500000002
547,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_1'] 844.311
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_2'] 622.434
Recharge Battery ['base_2'] 50.467
Go to picture ['base_2', 'region_10'] 596.994
Take Image ['region_10'] 285.714
Go to base ['region_10', 'base_2'] 596.994
",0,journal,4,2,1,0.04,4106.0019999999995,14371.006999999998
548,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_1'] 844.311
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
Recharge Battery ['base_3'] 61.293
Go to picture ['base_3', 'region_10'] 216.990
Take Image ['region_10'] 285.714
Go to base ['region_10', 'base_3'] 216.990
",0,journal,4,2,1,0.06,3908.9169999999995,13681.209499999997
549,"Go to picture ['base_1', 'region_10'] 608.809
Take Image ['region_10'] 285.714
Go to picture ['region_10', 'region_1'] 996.740
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 54.596
Go to picture ['base_4', 'region_5'] 319.414
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_4'] 319.414
",0,journal,4,2,1,0.04,3765535,13179.3725
550,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_1'] 844.311
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 50.173
Go to picture ['base_4', 'region_11'] 449.374
Take Image ['region_11'] 285.714
",0,journal,3,1,1,0.04,3345.08,11707.779999999999
551,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_1'] 844.311
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
Recharge Battery ['base_1'] 50.378
Go to picture ['base_1', 'region_11'] 584.554
Take Image ['region_11'] 285.714
Go to base ['region_11', 'base_1'] 584.554
",0,journal,4,2,1,0.04,4076465,14267.6275
552,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_1'] 844.311
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_2'] 622.434
Recharge Battery ['base_2'] 50.467
Go to picture ['base_2', 'region_11'] 572.783
Take Image ['region_11'] 285.714
Go to base ['region_11', 'base_2'] 572.783
",0,journal,4,2,1,0.04,4057.5799999999995,14201.529999999999
553,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_1'] 844.311
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
Recharge Battery ['base_3'] 61.293
Go to picture ['base_3', 'region_11'] 248.221
Take Image ['region_11'] 285.714
Go to base ['region_11', 'base_3'] 248.221
",0,journal,4,2,1,0.04,3971379,13899.8265
554,"Go to picture ['base_1', 'region_11'] 584.554
Take Image ['region_11'] 285.714
Go to picture ['region_11', 'region_1'] 962.086
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 53.441
Go to picture ['base_4', 'region_5'] 319.414
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_4'] 319.414
",0,journal,4,2,1,0.04,3705.4709999999995,12969.1485
555,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_12'] 219.053
Go to picture ['region_12', 'region_1'] 1012.520
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 57.766
Go to picture ['base_4', 'region_12'] 536.431
Take Image ['region_12'] 285.714
",0,journal,3,1,1,0.08,3826992,13394.472000000002
556,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_12'] 219.053
Go to picture ['region_12', 'region_1'] 1012.520
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
Recharge Battery ['base_1'] 57.971
Go to picture ['base_1', 'region_12'] 574.157
Take Image ['region_12'] 285.714
Go to base ['region_12', 'base_1'] 574.157
",0,journal,4,2,1,0.06,4450526,15576841
557,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_12'] 219.053
Go to picture ['region_12', 'region_1'] 1012.520
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_2'] 622.434
Recharge Battery ['base_2'] 58.061
Go to picture ['base_2', 'region_12'] 562.349
Take Image ['region_12'] 285.714
Go to base ['region_12', 'base_2'] 562.349
",0,journal,4,2,1,0.06,4431568,15510.488000000001
558,"Go to picture ['base_1', 'region_5'] 535.660
Take Image ['region_5'] 285.714
Go to picture ['region_5', 'region_1'] 844.311
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_3'] 1174.531
Recharge Battery ['base_3'] 61.293
Go to picture ['base_3', 'region_12'] 165.630
Take Image ['region_12'] 285.714
Go to base ['region_12', 'base_3'] 165.630
",0,journal,4,2,1,0.04,3806197,13321.6895
559,"Go to picture ['base_1', 'region_12'] 574.157
Take Image ['region_12'] 285.714
Go to picture ['region_12', 'region_1'] 1012.520
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 54.226
Go to picture ['base_4', 'region_5'] 319.414
Take Image ['region_5'] 285.714
Go to base ['region_5', 'base_4'] 319.414
",0,journal,4,2,1,0.04,3746.2929999999997,13112.0255
560,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_6'] 668.243
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_4'] 193.845
Recharge Battery ['base_4'] 40.223
Go to picture ['base_4', 'region_7'] 214.180
Take Image ['region_7'] 285.714
",0,journal,3,1,1,0.06,2592.4989999999993,9073.746499999997
561,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_7'] 402.857
Take Image ['region_7'] 285.714
Go to picture ['region_7', 'region_1'] 540.766
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
",0,journal,4,2,1,0.04,2860685,10012.3975
562,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_6'] 668.243
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_2'] 431.529
Recharge Battery ['base_2'] 44.884
Go to picture ['base_2', 'region_7'] 718.457
Take Image ['region_7'] 285.714
Go to base ['region_7', 'base_2'] 718.457
",0,journal,4,2,1,0.04,4058.5779999999995,14205.022999999997
563,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_6'] 668.243
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_3'] 534.551
Recharge Battery ['base_3'] 46.904
Go to picture ['base_3', 'region_7'] 908.231
Take Image ['region_7'] 285.714
Go to base ['region_7', 'base_3'] 908.231
",0,journal,4,2,1,0.04,4543168,15901088
564,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_6'] 668.243
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_4'] 193.845
Recharge Battery ['base_4'] 40.223
Go to picture ['base_4', 'region_7'] 214.180
Take Image ['region_7'] 285.714
Go to base ['region_7', 'base_4'] 214.180
",0,journal,4,2,1,0.04,2807.678999999999,9826.876499999997
565,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_8'] 527.180
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_4'] 356.080
Recharge Battery ['base_4'] 40.638
Go to picture ['base_4', 'region_6'] 193.845
Take Image ['region_6'] 285.714
",0,journal,3,1,1,0.06,2593.7509999999993,9078.128499999997
566,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_8'] 541.957
Take Image ['region_8'] 285.714
Go to picture ['region_8', 'region_1'] 527.180
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_1'] 617.866
",0,journal,4,2,1,0.04,2986.1989999999996,10451.696499999998
567,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_8'] 527.180
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_2'] 823.877
Recharge Battery ['base_2'] 49.811
Go to picture ['base_2', 'region_6'] 431.529
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_2'] 431.529
",0,journal,4,2,1,0.06,3740.9339999999997,13093.268999999998
568,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_8'] 527.180
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_3'] 1050.406
Recharge Battery ['base_3'] 54.253
Go to picture ['base_3', 'region_6'] 534.551
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_3'] 534.551
",0,journal,4,2,1,0.06,4177949,14622.821499999998
569,"Go to picture ['base_1', 'region_1'] 617.866
Take Image ['region_1'] 285.714
Go to picture ['region_1', 'region_6'] 668.243
Take Image ['region_6'] 285.714
Go to base ['region_6', 'base_4'] 193.845
Recharge Battery ['base_4'] 40.223
Go to picture ['base_4', 'region_8'] 356.080
Take Image ['region_8'] 285.714
Go to base ['region_8', 'base_4'] 356.080
",0,journal,4,2,1,0.06,3091.4789999999994,10820.176499999998
570,"Go to picture ['base_1', 'region_6'] 441.054
Take Image ['region_6'] 285.714
Go to picture ['region_6', 'region_1'] 668.243
Take Image ['region_1'] 285.714
Go to base ['region_1', 'base_4'] 607.420
Recharge Battery ['base_4'] 44.866
Go to picture ['base_4', 'region_9'] 377.531
Take Image ['region_9'] 285.714
",0,journal,3,1,1,0.04,2997256,10490.395999999999
